order_id,product_id,customer_id,price,order_date,shipping_date,quantity,shipping_city,payment_method
4995169,96839,54876,11943.44,2025-06-02,2025-06-11,4,Horsens,MobilePay
7949196,74804,38869,13064.12,2025-10-08,2025-10-13,4,Horsens,Kreditkort
9632869,80579,50629,3078.78,2024-06-02,2024-06-04,2,Randers,Kreditkort
8508144,50297,41025,4372.15,2025-07-21,2025-07-28,5,Odense,MobilePay
2250365,41876,67043,1900.14,2024-12-05,2024-12-13,3,Aalborg,MobilePay
3266410,41867,72153,11781.44,2025-12-27,2025-12-30,4,Odense,MobilePay
6910753,41876,34225,633.38,2024-10-03,2024-10-13,1,Horsens,Bankoverførsel
9791197,74435,47967,3076.92,2024-02-23,2024-03-01,2,Aarhus,Bankoverførsel
9180919,96839,57830,14929.3,2025-03-23,2025-03-30,5,Odense,MobilePay
6081884,41180,87358,4934.0,2024-09-09,2024-09-10,5,Esbjerg,Kreditkort
4885551,96839,23590,8957.58,2024-09-12,2024-09-18,3,Odense,Bankoverførsel
4016820,74804,24326,6532.06,2024-05-11,2024-05-13,2,Vejle,MobilePay
7241577,50434,75028,3566.61,2025-11-25,2025-12-05,1,Aarhus,Bankoverførsel
4912223,10350,44542,1270.62,2025-02-12,2025-02-13,3,Esbjerg,Kreditkort
6452335,50297,18161,3497.72,2024-12-16,2024-12-18,4,Esbjerg,MobilePay
1894402,50297,60266,3497.72,2024-04-09,2024-04-17,4,Aarhus,Bankoverførsel
4487581,41876,38256,633.38,2025-10-23,2025-10-27,1,Aarhus,Bankoverførsel
2970642,67787,41135,2119.14,2024-11-24,2024-11-26,1,Aalborg,MobilePay
2284521,41180,72934,4934.0,2025-03-04,2025-03-06,5,Odense,Kreditkort
1234043,80579,19863,6157.56,2025-11-18,2025-11-26,4,Odense,MobilePay
5620409,50297,28483,4372.15,2024-12-22,2024-12-24,5,Aalborg,Kreditkort
6700472,49942,82171,3026.05,2025-04-30,2025-05-07,5,Vejle,MobilePay
5689381,41867,78059,11781.44,2024-12-10,2024-12-13,4,Aarhus,Bankoverførsel
6810667,44624,82608,4470.56,2025-09-28,2025-10-08,1,København,Kreditkort
8299482,50434,94740,17833.05,2025-06-06,2025-06-15,5,København,Bankoverførsel
7862028,41180,87750,1973.6,2024-11-23,2024-11-27,2,Aarhus,Kreditkort
5469224,96839,65538,2985.86,2025-12-17,2025-12-19,1,Esbjerg,MobilePay
1292249,41876,77281,1266.76,2024-10-06,2024-10-14,2,Horsens,Kreditkort
9178881,50434,92741,3566.61,2025-08-12,2025-08-21,1,Odense,MobilePay
9020998,44624,48842,13411.68,2025-11-11,2025-11-13,3,Horsens,Kreditkort
8995387,41180,81253,3947.2,2024-08-18,2024-08-26,4,Randers,Bankoverførsel
2983389,21747,82150,1908.32,2025-12-11,2025-12-20,2,Vejle,MobilePay
9295005,41876,92465,1266.76,2025-08-26,2025-09-02,2,Aalborg,MobilePay
9880433,10350,40300,847.08,2024-04-10,2024-04-11,2,Horsens,Bankoverførsel
8647952,74804,14223,3266.03,2024-08-17,2024-08-22,1,Aarhus,Kreditkort
5375856,49942,76143,2420.84,2025-12-07,2025-12-08,4,Randers,Bankoverførsel
2593903,74804,45257,3266.03,2025-12-01,2025-12-06,1,Odense,Bankoverførsel
2867551,74804,61971,6532.06,2024-06-12,2024-06-13,2,Vejle,Bankoverførsel
1454270,67787,31575,4238.28,2025-05-16,2025-05-25,2,København,MobilePay
1752972,41876,67531,3166.9,2024-09-19,2024-09-25,5,Aalborg,Bankoverførsel
3952538,67787,66807,10595.7,2024-06-21,2024-06-29,5,Odense,MobilePay
1519150,41876,57876,3166.9,2024-02-02,2024-02-12,5,København,MobilePay
3571063,41180,81407,3947.2,2024-03-17,2024-03-19,4,Vejle,MobilePay
8565352,80579,78240,6157.56,2025-07-18,2025-07-19,4,Esbjerg,Bankoverførsel
4416067,96839,16140,11943.44,2025-12-19,2025-12-22,4,Horsens,Kreditkort
9645345,50297,70790,4372.15,2025-09-10,2025-09-17,5,Aalborg,Kreditkort
8847487,41876,53573,633.38,2025-02-14,2025-02-23,1,Randers,Kreditkort
3365275,50297,98724,4372.15,2024-07-17,2024-07-25,5,Horsens,Bankoverførsel
2163432,74435,69986,1538.46,2025-05-06,2025-05-09,1,København,Bankoverførsel
8910586,74435,10301,3076.92,2025-01-26,2025-02-05,2,Horsens,Bankoverførsel
9970746,41876,36271,633.38,2024-10-24,2024-10-28,1,Esbjerg,Kreditkort
2242272,74435,46754,6153.84,2025-11-02,2025-11-06,4,Odense,Kreditkort
4787970,50434,74794,7133.22,2024-02-22,2024-02-26,2,Aarhus,Kreditkort
8202842,74435,64689,1538.46,2024-10-18,2024-10-22,1,Vejle,Kreditkort
8717300,41180,21862,4934.0,2024-03-31,2024-04-01,5,Vejle,MobilePay
8555448,50434,65248,14266.44,2024-10-26,2024-10-30,4,Aarhus,Bankoverførsel
6731407,44624,22023,13411.68,2024-09-08,2024-09-17,3,Randers,MobilePay
9223459,41876,96690,1900.14,2024-09-06,2024-09-13,3,København,Bankoverførsel
8496216,44624,40998,4470.56,2025-09-05,2025-09-07,1,Aalborg,Kreditkort
7420731,10350,21014,1694.16,2025-06-27,2025-07-02,4,Horsens,Bankoverførsel
5126103,41876,61253,3166.9,2025-11-08,2025-11-15,5,Horsens,Bankoverførsel
2556519,67787,34237,2119.14,2024-06-26,2024-06-29,1,Vejle,MobilePay
7801865,41180,65430,4934.0,2025-08-09,2025-08-16,5,Randers,Kreditkort
9305633,80120,67571,1618.8,2025-04-23,2025-04-28,5,Aarhus,Kreditkort
4470268,44624,68068,13411.68,2024-10-09,2024-10-13,3,Odense,Kreditkort
7265562,50434,85901,17833.05,2025-04-02,2025-04-11,5,Randers,MobilePay
8523413,21747,52778,2862.48,2025-12-06,2025-12-15,3,Vejle,Bankoverførsel
7598113,41180,63854,3947.2,2024-09-27,2024-10-01,4,København,Bankoverførsel
8448581,50434,31457,10699.83,2025-07-10,2025-07-17,3,Esbjerg,MobilePay
1730368,74804,89404,6532.06,2024-10-05,2024-10-12,2,Horsens,Kreditkort
9669630,49942,26521,605.21,2025-06-10,2025-06-14,1,Esbjerg,Kreditkort
1213264,49942,77408,2420.84,2025-01-26,2025-01-31,4,Aalborg,MobilePay
4734486,96839,16083,2985.86,2024-12-03,2024-12-07,1,Esbjerg,MobilePay
8216964,49942,99384,605.21,2025-01-31,2025-02-05,1,Esbjerg,MobilePay
3691049,50434,83521,7133.22,2025-11-09,2025-11-18,2,Vejle,MobilePay
1766970,50434,32603,14266.44,2024-05-06,2024-05-07,4,Odense,Kreditkort
6433212,41876,92074,633.38,2025-03-07,2025-03-11,1,Horsens,MobilePay
7723373,80120,46184,971.28,2024-02-27,2024-03-06,3,Horsens,Bankoverførsel
7291593,41867,76732,14726.8,2024-03-16,2024-03-19,5,Odense,Bankoverførsel
8806984,44624,32291,22352.8,2024-02-29,2024-03-01,5,Aarhus,MobilePay
4621248,74435,99209,4615.38,2024-06-28,2024-07-01,3,Aarhus,MobilePay
1694280,50297,25202,1748.86,2025-12-06,2025-12-11,2,Aalborg,MobilePay
5391415,41867,71660,14726.8,2024-06-08,2024-06-17,5,Odense,Bankoverførsel
3864393,44624,78242,22352.8,2024-03-12,2024-03-17,5,Odense,Kreditkort
5502998,41180,62605,3947.2,2024-03-23,2024-03-30,4,Aalborg,MobilePay
5357892,41180,25541,3947.2,2025-08-12,2025-08-22,4,Aarhus,Bankoverførsel
9533304,74435,65653,3076.92,2025-02-07,2025-02-09,2,Esbjerg,Bankoverførsel
7413919,41876,30130,3166.9,2025-10-17,2025-10-23,5,Randers,Kreditkort
5018324,44624,39578,22352.8,2025-09-03,2025-09-09,5,Vejle,MobilePay
7354243,67787,43734,8476.56,2025-09-13,2025-09-14,4,Randers,Bankoverførsel
9034428,49942,89412,1815.63,2025-02-09,2025-02-15,3,Esbjerg,Bankoverførsel
6310026,10350,29544,847.08,2024-04-13,2024-04-22,2,Horsens,Bankoverførsel
6858230,80120,95247,971.28,2024-12-07,2024-12-14,3,Esbjerg,MobilePay
3582037,80120,28233,323.76,2025-10-31,2025-11-01,1,Vejle,Kreditkort
1431946,80120,93797,647.52,2024-09-05,2024-09-10,2,København,MobilePay
5820909,44624,57143,22352.8,2024-09-20,2024-09-23,5,København,Kreditkort
8533788,41867,35446,5890.72,2024-02-03,2024-02-13,2,Odense,Kreditkort
8970023,41876,55017,1266.76,2025-01-17,2025-01-25,2,Odense,MobilePay
1622759,80120,26730,1295.04,2025-10-11,2025-10-20,4,Odense,MobilePay
3512737,80120,22704,1295.04,2025-01-30,2025-02-09,4,Esbjerg,MobilePay
7512779,74435,23431,6153.84,2024-01-31,2024-02-05,4,Odense,Kreditkort
8564179,21747,75875,1908.32,2025-08-07,2025-08-12,2,København,MobilePay
3798090,50434,19685,14266.44,2024-11-10,2024-11-14,4,Horsens,Kreditkort
8189609,50434,32537,10699.83,2025-01-13,2025-01-18,3,Aarhus,Bankoverførsel
9326309,41876,83005,2533.52,2025-05-21,2025-05-31,4,Vejle,Kreditkort
3248076,74804,84636,9798.09,2024-08-03,2024-08-11,3,Aarhus,MobilePay
8464236,49942,30960,605.21,2024-04-24,2024-04-28,1,Odense,Kreditkort
2115149,49942,31835,3026.05,2025-04-03,2025-04-12,5,Aalborg,Kreditkort
9906752,80120,12282,1295.04,2025-11-01,2025-11-05,4,Aarhus,Kreditkort
5670459,41876,32448,1900.14,2024-06-03,2024-06-10,3,København,Kreditkort
9300648,96839,36837,8957.58,2024-11-04,2024-11-08,3,Vejle,MobilePay
9034354,67787,96463,6357.42,2025-05-31,2025-06-06,3,Esbjerg,MobilePay
6973712,41867,54949,5890.72,2025-05-20,2025-05-25,2,Esbjerg,Bankoverførsel
6872296,41876,76367,1266.76,2024-05-23,2024-05-25,2,København,Bankoverførsel
4583830,21747,52217,4770.8,2024-07-10,2024-07-11,5,Odense,Kreditkort
4884419,41876,30640,2533.52,2025-02-04,2025-02-14,4,Randers,Bankoverførsel
5098789,74804,72598,9798.09,2025-07-09,2025-07-19,3,Horsens,MobilePay
6155594,74435,23523,1538.46,2026-01-13,2026-01-14,1,København,MobilePay
6637709,44624,97134,17882.24,2024-05-28,2024-06-02,4,Odense,MobilePay
6340724,21747,22148,954.16,2025-09-16,2025-09-17,1,Randers,Kreditkort
1085892,80579,77536,3078.78,2024-10-14,2024-10-24,2,Randers,Bankoverførsel
5998162,74804,88799,6532.06,2024-05-07,2024-05-12,2,Aarhus,MobilePay
7446794,41867,97786,5890.72,2024-08-05,2024-08-11,2,Aalborg,Bankoverførsel
2321359,50297,99871,2623.29,2025-04-02,2025-04-09,3,København,MobilePay
1114641,74435,13131,3076.92,2024-02-14,2024-02-15,2,Randers,MobilePay
6082182,80120,92039,647.52,2024-01-19,2024-01-24,2,Aarhus,Kreditkort
9205531,10350,21484,1270.62,2025-06-01,2025-06-05,3,Horsens,Kreditkort
7104713,21747,85943,954.16,2025-12-13,2025-12-17,1,Odense,MobilePay
3170276,44624,90657,8941.12,2025-12-13,2025-12-16,2,Vejle,Kreditkort
5325284,50434,81838,7133.22,2025-09-26,2025-10-06,2,Horsens,MobilePay
8618576,10350,70354,1694.16,2025-04-20,2025-04-27,4,Odense,Bankoverførsel
2102988,74804,54451,9798.09,2024-08-07,2024-08-15,3,København,MobilePay
5313241,41876,97685,3166.9,2025-04-04,2025-04-10,5,Aalborg,Bankoverførsel
5800700,41867,98099,14726.8,2024-04-05,2024-04-15,5,Randers,Kreditkort
3600973,44624,74584,8941.12,2025-06-13,2025-06-16,2,Esbjerg,MobilePay
4504208,74804,12497,9798.09,2025-03-29,2025-04-07,3,Randers,Bankoverførsel
2901432,96839,85066,5971.72,2025-05-31,2025-06-10,2,Esbjerg,Bankoverførsel
5747414,44624,47646,22352.8,2026-01-07,2026-01-12,5,Vejle,Bankoverførsel
4909951,50297,61073,3497.72,2024-10-12,2024-10-13,4,Aalborg,MobilePay
2434093,41180,87728,1973.6,2024-07-27,2024-08-06,2,Aarhus,Bankoverførsel
4729142,10350,32905,2117.7,2025-09-17,2025-09-24,5,Aarhus,Kreditkort
2923267,67787,75816,10595.7,2024-03-01,2024-03-08,5,Aalborg,MobilePay
7584912,67787,88357,8476.56,2024-09-16,2024-09-21,4,Aalborg,MobilePay
7098016,80579,79289,6157.56,2025-03-08,2025-03-12,4,København,Bankoverførsel
4460197,10350,30942,1270.62,2024-10-18,2024-10-20,3,Odense,Kreditkort
2037504,80579,46595,7696.95,2024-01-28,2024-02-04,5,København,Bankoverførsel
6233328,80120,10510,1618.8,2025-05-19,2025-05-20,5,Horsens,Kreditkort
8665157,50434,30014,10699.83,2024-10-22,2024-10-27,3,Aarhus,Kreditkort
1436749,74435,71992,7692.3,2024-11-30,2024-12-01,5,Aarhus,MobilePay
1263783,74804,42497,6532.06,2024-01-24,2024-02-01,2,Vejle,Bankoverførsel
8665359,74435,10657,3076.92,2024-01-24,2024-02-02,2,Aalborg,Kreditkort
7246271,74804,43873,16330.15,2024-03-30,2024-04-01,5,Vejle,MobilePay
9634865,67787,62478,8476.56,2024-09-29,2024-10-05,4,Esbjerg,Kreditkort
7153852,67787,41899,6357.42,2025-01-17,2025-01-27,3,Vejle,Bankoverførsel
8505740,41876,58819,3166.9,2025-09-02,2025-09-09,5,København,Bankoverførsel
1267936,41867,20155,2945.36,2025-10-20,2025-10-21,1,Randers,Bankoverførsel
5783123,10350,49616,423.54,2025-05-30,2025-05-31,1,Odense,Bankoverførsel
2000113,96839,10969,8957.58,2025-01-22,2025-01-24,3,Randers,MobilePay
3064931,50434,41076,10699.83,2025-01-23,2025-01-28,3,København,Kreditkort
2086029,41876,69834,1266.76,2024-09-27,2024-10-05,2,Vejle,MobilePay
5618237,49942,77282,605.21,2024-08-21,2024-08-28,1,Horsens,Kreditkort
6788627,41876,87877,2533.52,2025-07-10,2025-07-18,4,Aalborg,MobilePay
9636570,80579,11596,3078.78,2025-07-21,2025-07-31,2,Horsens,Bankoverførsel
9998221,21747,69232,3816.64,2024-05-08,2024-05-17,4,Odense,Bankoverførsel
5291341,49942,35063,1815.63,2026-01-11,2026-01-12,3,Horsens,Kreditkort
9515586,67787,66665,4238.28,2024-07-11,2024-07-17,2,Odense,Bankoverførsel
1988847,10350,48252,1270.62,2024-01-15,2024-01-21,3,Randers,Bankoverførsel
4056461,80120,35272,1295.04,2024-04-03,2024-04-07,4,Horsens,Kreditkort
4901831,10350,60365,1270.62,2025-04-22,2025-04-28,3,Horsens,MobilePay
7355663,74804,85873,9798.09,2025-02-02,2025-02-10,3,København,Kreditkort
5699758,80579,58713,3078.78,2025-08-27,2025-09-03,2,Aalborg,MobilePay
7663718,49942,27629,1210.42,2025-05-05,2025-05-11,2,Odense,MobilePay
3569966,50297,43628,3497.72,2025-02-20,2025-02-25,4,København,Bankoverførsel
4159909,49942,23981,1210.42,2025-03-21,2025-03-31,2,Aalborg,MobilePay
3419023,80579,42957,7696.95,2025-06-01,2025-06-11,5,Odense,Bankoverførsel
6244018,50297,27650,3497.72,2024-07-15,2024-07-24,4,Vejle,MobilePay
3466972,74804,94992,3266.03,2025-09-15,2025-09-19,1,Aarhus,Kreditkort
1467560,74435,32201,4615.38,2025-10-27,2025-11-05,3,Odense,Bankoverførsel
5436896,80120,22460,1295.04,2025-07-06,2025-07-08,4,Aalborg,Kreditkort
7275619,21747,63938,4770.8,2024-05-24,2024-05-27,5,Odense,MobilePay
4845405,49942,26215,2420.84,2024-02-17,2024-02-24,4,Horsens,MobilePay
6445272,21747,42384,954.16,2025-05-01,2025-05-04,1,Odense,Bankoverførsel
1483488,41867,61982,2945.36,2025-08-22,2025-08-26,1,København,Kreditkort
2802956,41867,35997,5890.72,2024-04-07,2024-04-16,2,Randers,MobilePay
7695667,96839,43028,8957.58,2024-08-16,2024-08-24,3,Aalborg,MobilePay
3166918,50434,38594,14266.44,2024-07-15,2024-07-16,4,Esbjerg,Kreditkort
7215860,41876,31966,633.38,2024-12-21,2024-12-23,1,Randers,Bankoverførsel
1972739,41876,80598,633.38,2024-06-05,2024-06-06,1,København,MobilePay
2561732,80579,20182,3078.78,2025-11-18,2025-11-25,2,Randers,MobilePay
2046778,74435,35043,6153.84,2024-08-07,2024-08-12,4,Randers,MobilePay
1155907,21747,17570,2862.48,2025-11-11,2025-11-16,3,Esbjerg,Bankoverførsel
1806715,50434,50781,7133.22,2024-08-13,2024-08-21,2,Horsens,Bankoverførsel
1889818,41876,64470,633.38,2025-12-02,2025-12-09,1,Aalborg,Bankoverførsel
9842937,80120,35767,1618.8,2024-10-27,2024-10-30,5,Esbjerg,Bankoverførsel
6067817,80120,39238,1618.8,2024-09-06,2024-09-08,5,Horsens,MobilePay
5417271,80120,27901,971.28,2025-06-08,2025-06-17,3,Vejle,Kreditkort
9010114,41876,49382,2533.52,2024-04-27,2024-05-02,4,Randers,Bankoverførsel
8044923,67787,50018,6357.42,2024-11-25,2024-11-26,3,København,Kreditkort
8573317,41867,53656,14726.8,2024-09-25,2024-09-28,5,Aalborg,Kreditkort
5382788,41867,88087,5890.72,2025-09-09,2025-09-16,2,Odense,MobilePay
9111277,67787,52747,2119.14,2024-06-11,2024-06-19,1,Aarhus,Kreditkort
1602422,41180,86339,3947.2,2024-12-06,2024-12-09,4,København,MobilePay
6096064,10350,90075,847.08,2025-02-06,2025-02-16,2,Aarhus,MobilePay
1224514,50297,49816,2623.29,2025-10-03,2025-10-12,3,Odense,MobilePay
1400873,96839,99645,14929.3,2024-12-01,2024-12-10,5,København,Kreditkort
9522880,21747,32614,954.16,2024-06-28,2024-07-04,1,Odense,MobilePay
3035496,74804,66415,6532.06,2024-03-31,2024-04-03,2,Vejle,MobilePay
9888109,10350,72820,2117.7,2025-06-30,2025-07-07,5,Odense,Bankoverførsel
1256183,74804,69410,13064.12,2024-10-30,2024-11-09,4,Aalborg,Bankoverførsel
4334592,67787,44537,8476.56,2025-09-23,2025-09-27,4,Randers,Kreditkort
4420687,44624,93380,4470.56,2025-03-21,2025-03-26,1,Aalborg,MobilePay
2897696,41180,99873,4934.0,2024-07-29,2024-08-07,5,Aarhus,Kreditkort
1521910,50297,86337,3497.72,2024-05-16,2024-05-23,4,Odense,Bankoverførsel
4029313,21747,94170,954.16,2025-08-29,2025-08-30,1,København,Kreditkort
5993990,96839,72472,14929.3,2025-08-16,2025-08-26,5,Odense,Bankoverførsel
7332280,41867,38531,11781.44,2025-02-17,2025-02-22,4,Odense,Kreditkort
6055625,41867,56561,11781.44,2024-08-18,2024-08-26,4,Odense,Bankoverførsel
9630271,50434,87730,3566.61,2024-03-11,2024-03-15,1,København,Kreditkort
9080908,49942,46103,1210.42,2024-06-22,2024-06-28,2,Esbjerg,Bankoverførsel
3472711,41876,29423,2533.52,2025-04-16,2025-04-26,4,Esbjerg,MobilePay
1305570,21747,49647,3816.64,2024-03-04,2024-03-14,4,Aarhus,MobilePay
6173789,21747,77102,1908.32,2025-11-27,2025-12-03,2,Odense,Bankoverførsel
5295403,67787,86921,6357.42,2024-06-13,2024-06-15,3,Horsens,Bankoverførsel
4074466,21747,69400,2862.48,2024-05-06,2024-05-12,3,Aarhus,Kreditkort
3218847,44624,46955,13411.68,2025-06-12,2025-06-18,3,Randers,Kreditkort
7956629,49942,18455,605.21,2024-04-17,2024-04-27,1,København,Bankoverførsel
5814722,74804,59987,13064.12,2024-09-10,2024-09-12,4,Esbjerg,MobilePay
4520079,74435,51645,6153.84,2024-12-25,2024-12-27,4,Randers,MobilePay
1285476,67787,97394,2119.14,2025-11-03,2025-11-05,1,Horsens,Kreditkort
2304583,80579,14747,6157.56,2025-04-11,2025-04-16,4,Vejle,MobilePay
7218646,10350,13468,1694.16,2025-02-05,2025-02-13,4,Horsens,Kreditkort
5428124,21747,23544,3816.64,2024-06-19,2024-06-22,4,Horsens,Bankoverførsel
7086915,50434,23954,10699.83,2024-04-14,2024-04-24,3,Odense,Kreditkort
4283768,41180,84686,2960.4,2024-11-20,2024-11-23,3,Aarhus,Bankoverførsel
4966676,74435,50608,3076.92,2024-11-03,2024-11-13,2,Odense,Kreditkort
7824754,50297,62434,874.43,2024-12-10,2024-12-13,1,Horsens,MobilePay
3390291,44624,85804,22352.8,2025-02-25,2025-03-07,5,Odense,Bankoverførsel
2526704,41180,49666,2960.4,2024-04-12,2024-04-17,3,Randers,MobilePay
6692460,74435,14143,7692.3,2025-03-28,2025-03-29,5,Aalborg,Kreditkort
1791863,50297,51332,2623.29,2025-02-26,2025-03-01,3,Aarhus,MobilePay
1313865,41180,13564,1973.6,2024-07-22,2024-07-29,2,Randers,Kreditkort
1196997,50434,66713,3566.61,2024-08-20,2024-08-24,1,Vejle,MobilePay
8374515,67787,85026,6357.42,2025-05-15,2025-05-16,3,Aarhus,Bankoverførsel
5606709,21747,32700,954.16,2024-09-20,2024-09-23,1,Odense,MobilePay
1697574,96839,65164,2985.86,2024-12-23,2024-12-29,1,Odense,Bankoverførsel
6381219,80120,94060,647.52,2024-02-20,2024-02-26,2,Horsens,Kreditkort
7533666,80120,23896,323.76,2025-10-01,2025-10-02,1,København,Bankoverførsel
7627270,74435,37735,7692.3,2025-09-05,2025-09-09,5,Vejle,Kreditkort
6189652,67787,70156,2119.14,2025-06-06,2025-06-08,1,Aarhus,MobilePay
6388190,74804,66498,3266.03,2025-02-21,2025-02-23,1,Odense,Kreditkort
2477935,50434,22919,17833.05,2026-01-09,2026-01-14,5,Aarhus,MobilePay
5413224,74435,94971,4615.38,2025-07-16,2025-07-23,3,Vejle,MobilePay
3799340,41180,28950,986.8,2025-10-22,2025-10-29,1,Aalborg,Bankoverførsel
3355157,41180,69159,1973.6,2024-03-31,2024-04-04,2,Odense,MobilePay
1457588,50434,69271,17833.05,2024-09-04,2024-09-13,5,Horsens,MobilePay
1053634,41867,38753,11781.44,2025-03-21,2025-03-23,4,Odense,Kreditkort
4072432,21747,86297,3816.64,2024-10-31,2024-11-02,4,Odense,Kreditkort
8451248,49942,23680,3026.05,2024-02-22,2024-03-03,5,Aalborg,Bankoverførsel
7098627,96839,12641,2985.86,2024-03-13,2024-03-21,1,Vejle,Kreditkort
4869283,74435,16070,6153.84,2025-09-29,2025-09-30,4,Randers,MobilePay
8886663,50297,74189,4372.15,2025-02-20,2025-02-21,5,København,Bankoverførsel
6276666,41876,87364,633.38,2025-07-07,2025-07-17,1,København,Bankoverførsel
9901329,21747,97911,3816.64,2025-06-21,2025-06-28,4,Vejle,Bankoverførsel
1240873,10350,33324,423.54,2025-09-20,2025-09-24,1,Vejle,Bankoverførsel
5012807,50297,31188,2623.29,2024-12-24,2024-12-31,3,Aalborg,Bankoverførsel
5189740,41180,27484,1973.6,2025-04-15,2025-04-19,2,Vejle,Kreditkort
7229409,10350,84394,1270.62,2024-10-08,2024-10-18,3,Randers,MobilePay
2469042,49942,98775,3026.05,2024-11-05,2024-11-11,5,Aalborg,MobilePay
5347978,50297,97696,2623.29,2024-08-02,2024-08-04,3,Aalborg,MobilePay
4234431,21747,61883,1908.32,2024-04-10,2024-04-15,2,Randers,MobilePay
3296011,41876,25500,3166.9,2025-07-13,2025-07-23,5,Horsens,MobilePay
